claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
23163,55,F,1.0,84,40082,0,1,Rent,15035,11/30/2016,Wednesday,Local,0,1.0,100,Phone,0,3607.625299,6.0,Compact,26096.61814,silver,20264.95293,0
13624,31,M,1.0,85,34342,1,1,Own,80028,8/13/2015,Thursday,Local,0,1.0,96,Broker,0,5772.898391,4.0,Large,34455.63293,other,11379.67084,0
27384,42,M,1.0,82,37386,0,1,Rent,80104,4/8/2016,Friday,Parking Lot,0,0.0,31,Phone,1,2980.851513,2.0,Compact,6283.370358,other,13490.067819999998,0
6151,27,F,0.0,69,32955,0,1,Rent,85064,10/21/2016,Friday,Local,0,1.0,0,Phone,0,4143.585543,3.0,Medium,23687.86194,silver,7870.814739,0
24735,68,M,1.0,93,42192,1,1,Own,80019,7/18/2016,Monday,Parking Lot,0,1.0,71,Broker,0,3109.184033,4.0,Compact,31264.68744,red,25896.71232,0
12948,47,F,1.0,56,38501,1,0,Rent,80028,7/16/2015,Thursday,Parking Lot,3,0.0,59,Broker,1,3604.023374,4.0,Large,14942.2339,other,16340.55944,0
7822,34,M,1.0,80,35260,1,1,Own,80030,3/16/2016,Wednesday,Local,0,0.0,6,Broker,0,7556.106441,3.0,Large,28229.39276,other,16587.76776,0
1060,36,M,1.0,67,35843,1,1,Own,20118,6/18/2015,Thursday,Local,0,0.0,41,Phone,0,3841.021836,3.0,Compact,20687.15313,black,53795.90043,0
8200,58,F,1.0,91,40603,1,1,Own,20135,1/7/2016,Thursday,Parking Lot,2,0.0,87,Broker,1,7683.220858,9.0,Large,34485.37443,other,17461.94468,0
8452,34,M,0.0,78,35256,1,1,Rent,50047,4/21/2015,Tuesday,Local,1,0.0,11,Broker,0,6384.441926,3.0,Compact,41337.91821,silver,13252.63276,0
4625,41,M,1.0,91,37148,0,0,Own,80022,5/29/2015,Friday,Local,1,0.0,83,Phone,1,6681.197125,7.0,Medium,11675.12847,white,25204.76239,0
24617,22,M,0.0,81,30915,1,1,Rent,80044,7/14/2015,Tuesday,Parking Lot,1,0.0,50,Online,1,7716.340956999999,6.0,Medium,10126.60668,gray,7432.268006,0
26522,38,F,1.0,71,36376,1,0,Rent,80104,4/4/2016,Monday,Parking Lot,0,0.0,51,Phone,1,4596.087391,5.0,Medium,10443.25393,other,33703.90933,0
1431,30,M,1.0,63,34008,0,1,Own,85077,4/7/2015,Tuesday,Parking Lot,2,0.0,5,Phone,0,3206.9669280000003,5.0,Compact,49308.2625,silver,11549.74936,0
15064,39,M,1.0,76,36644,1,1,Own,20151,2/28/2015,Saturday,Local,0,0.0,16,Phone,0,4841.0795100000005,6.0,Compact,21113.02047,silver,11367.29679,0
16536,51,F,1.0,76,39324,1,0,Own,80020,9/18/2015,Friday,Parking Lot,0,0.0,90,Broker,1,5179.362382,7.0,Medium,6946.991697,red,34098.09336,0
1471,37,M,0.0,85,36113,1,0,Own,20148,1/16/2015,Friday,Local,2,1.0,61,Phone,1,6845.950764,4.0,Large,18144.99005,blue,15048.69551,0
24712,23,M,1.0,90,31357,1,1,Own,80015,11/8/2016,Tuesday,Parking Lot,0,0.0,41,Online,0,8639.021445,6.0,Medium,17188.77788,other,13508.00035,0
1943,23,M,0.0,76,31346,1,1,Rent,15017,9/2/2015,Wednesday,Local,0,0.0,1,Online,1,3451.2705840000003,5.0,Compact,30558.79243,blue,27777.94723,0
18797,42,M,1.0,72,37364,0,1,Rent,85055,4/16/2016,Saturday,Local,2,0.0,1,Broker,0,10409.83283,6.0,Compact,14453.22402,white,19189.41225,0
1783,30,F,0.0,79,34002,1,0,Own,15001,1/28/2015,Wednesday,Local,0,0.0,6,Phone,1,9924.312021,7.0,Compact,9783.615116,gray,41329.751,0
7426,47,F,1.0,40,38501,1,1,Rent,15001,3/25/2016,Friday,Local,0,0.0,95,Phone,0,5028.632961,3.0,Large,13675.99446,white,42749.51094,0
23633,48,M,1.0,87,38723,1,0,Own,80022,1/14/2015,Wednesday,Local,0,0.0,59,Broker,1,3022.157688,5.0,Compact,9801.362715,blue,11529.34889,0
3922,38,M,0.0,83,36360,1,1,Rent,15037,9/8/2016,Thursday,Parking Lot,0,0.0,49,Online,1,6340.094956,1.0,Compact,11535.66138,white,27246.73151,0
601,28,M,1.0,85,33319,1,0,Rent,80003,1/13/2016,Wednesday,Local,0,1.0,44,Online,0,2993.078042,9.0,Medium,27836.22824,gray,17740.51465,0
5948,35,F,0.0,81,35558,1,1,Own,15027,8/30/2016,Tuesday,Parking Lot,0,0.0,8,Broker,1,1021.714473,4.0,Medium,42796.13714,black,31387.356560000004,0
23712,22,M,1.0,87,30921,0,1,Rent,20152,1/27/2015,Tuesday,Local,0,0.0,39,Online,1,3953.822161,2.0,Medium,18024.15106,blue,7321.970893000001,0
13472,56,M,1.0,76,40246,0,1,Rent,20120,3/31/2015,Tuesday,Parking Lot,0,0.0,47,Phone,1,5316.668049,8.0,Compact,27010.06097,blue,13307.65844,0
22972,50,F,1.0,75,39111,1,1,Own,50014,10/1/2016,Saturday,Local,0,0.0,5,Phone,0,1224.876141,7.0,Medium,4994.980043,gray,35494.56928,0
24666,30,F,0.0,35,34016,1,1,Rent,20156,6/3/2015,Wednesday,Local,0,0.0,14,Broker,1,5256.635015,4.0,Compact,7083.500895,white,36976.461460000006,0
18805,46,M,1.0,89,38288,0,1,Own,20153,1/30/2016,Saturday,Local,0,1.0,77,Phone,0,5249.669883,7.0,Compact,11015.78883,gray,28250.04899,0
7176,49,F,0.0,67,38906,1,0,Own,50002,7/21/2015,Tuesday,Parking Lot,0,0.0,2,Broker,1,4905.118613000001,7.0,Compact,25718.62052,other,36861.072,0
11734,56,M,1.0,79,40252,1,1,Own,85051,2/26/2016,Friday,Local,0,1.0,92,Broker,0,2547.905648,5.0,Medium,44028.0879,red,15680.41753,0
11351,29,M,1.0,66,33677,0,1,Rent,15010,11/15/2015,Sunday,Highway,0,0.0,79,Online,0,3206.9897690000003,6.0,Large,15278.28976,gray,8616.753014,0
7122,26,F,0.0,48,32589,1,0,Rent,80025,9/15/2016,Thursday,Local,1,1.0,97,Online,1,3411.074453,4.0,Medium,48269.185730000005,blue,22361.07761,0
3248,35,M,0.0,61,35562,0,1,Own,85067,9/4/2015,Friday,Local,0,0.0,56,Broker,1,1440.905618,5.0,Large,28700.3092,red,12027.39284,0
15985,30,F,0.0,87,34023,1,0,Own,50052,12/20/2016,Tuesday,Parking Lot,1,0.0,55,Phone,1,2417.878687,4.0,Large,17706.0882,red,26232.942000000003,0
1593,23,M,0.0,91,31346,0,0,Rent,80021,1/24/2015,Saturday,Local,3,0.0,94,Online,1,3700.871127,3.0,Compact,24334.7029,black,20116.38823,0
21703,66,F,1.0,77,41884,1,0,Own,80106,6/10/2015,Wednesday,Local,0,0.0,80,Broker,1,3789.126029,6.0,Compact,13338.12269,white,38383.52644,0
3123,39,F,1.0,76,36656,1,0,Own,80028,11/4/2015,Wednesday,Parking Lot,0,0.0,99,Phone,1,3086.984942,3.0,Large,28664.57498,red,35407.25181,0
19572,58,F,1.0,84,40592,1,1,Own,80038,3/30/2015,Monday,Local,0,1.0,24,Online,1,3373.107497,5.0,Large,21165.55399,silver,14131.72474,0
12766,32,M,1.0,94,34675,1,0,Own,85018,10/10/2015,Saturday,Parking Lot,0,0.0,99,Broker,0,4244.608847,7.0,Medium,18627.8875,silver,54808.06443,0
26115,42,F,0.0,85,37379,0,1,Own,85030,5/17/2015,Sunday,Parking Lot,4,1.0,37,Broker,1,3588.491527,6.0,Compact,23653.63356,other,31368.26393,0
4977,36,F,1.0,59,35835,0,0,Rent,15026,1/9/2015,Friday,Parking Lot,0,0.0,9,Online,1,5546.305412,8.0,Medium,12240.9555,other,26289.50932,0
9410,35,M,1.0,50,35543,1,1,Own,20130,12/23/2015,Wednesday,Parking Lot,0,0.0,47,Phone,0,4749.72864,8.0,Compact,26082.85684,other,12434.19258,0
7315,80,F,1.0,74,43833,1,1,Own,15015,10/3/2016,Monday,Highway,2,0.0,99,Broker,1,5694.200776,5.0,Compact,32590.66359,other,16567.904440000002,0
4768,52,F,1.0,25,39522,1,1,Rent,15022,7/26/2015,Sunday,Local,1,0.0,30,Broker,0,5990.919552,6.0,Medium,10200.77139,red,32632.470080000003,0
11492,46,F,1.0,56,38293,1,1,Own,15001,7/5/2016,Tuesday,Highway,0,1.0,73,Broker,1,4451.911214,7.0,Medium,19830.98999,white,35385.876410000004,0
20687,30,M,1.0,85,34000,0,1,Own,50048,12/11/2016,Sunday,Highway,2,0.0,51,Broker,1,7294.996848999999,8.0,Large,12566.47614,black,30316.97192,0
25534,57,F,1.0,69,40426,1,0,Rent,80103,8/17/2015,Monday,Local,0,1.0,0,Phone,1,3535.301136,5.0,Large,26896.644330000003,silver,13468.15318,0
12732,42,M,1.0,90,37390,1,1,Rent,50009,1/26/2015,Monday,Parking Lot,0,0.0,92,Broker,0,6946.829653,5.0,Medium,23210.460430000003,gray,14702.788169999998,0
27981,27,F,0.0,57,32964,0,1,Own,20151,10/29/2016,Saturday,Local,0,0.0,21,Online,0,2110.875793,3.0,Medium,14494.75767,gray,13277.65941,0
9368,47,F,0.0,81,38494,0,1,Rent,20105,7/10/2015,Friday,Parking Lot,0,0.0,0,Phone,0,4846.438325,8.0,Medium,26069.31552,gray,12453.96908,0
13979,28,M,1.0,71,33322,1,1,Rent,50025,7/25/2016,Monday,Parking Lot,0,0.0,86,Online,1,6711.671262999999,7.0,Medium,17990.69839,gray,30910.53479,0
24187,32,F,1.0,85,34652,1,1,Own,20129,7/27/2015,Monday,Local,1,1.0,67,Phone,1,4834.571321,6.0,Medium,33445.54114,white,57651.73847999999,0
29951,29,F,1.0,71,33667,1,1,Rent,80023,2/11/2016,Thursday,Parking Lot,1,0.0,78,Online,0,4681.378227,4.0,Large,12147.81615,gray,14234.5567,0
4017,46,F,0.0,91,38281,1,1,Own,15049,5/23/2015,Saturday,Parking Lot,1,0.0,93,Phone,0,2258.825038,5.0,Large,21628.0596,red,23169.54516,0
21588,40,M,1.0,67,36881,1,0,Rent,50046,3/21/2015,Saturday,Local,0,0.0,94,Broker,0,9009.73991,4.0,Medium,14057.983230000002,gray,7332.54993,0
29498,54,M,0.0,92,39897,0,1,Own,20112,2/2/2016,Tuesday,Highway,0,0.0,50,Broker,0,6963.621823,5.0,Large,18866.23391,black,32064.13734,0
15636,48,M,1.0,83,38705,1,0,Own,80022,11/12/2016,Saturday,Parking Lot,0,0.0,100,Broker,1,3005.228448,6.0,Large,14070.80945,black,45630.78301,0
1724,36,M,0.0,84,35836,1,1,Own,85074,9/27/2016,Tuesday,Local,0,0.0,100,Broker,0,9742.099408,3.0,Medium,23890.20327,blue,16135.60746,0
4867,48,F,1.0,46,38715,1,1,Own,20132,11/30/2015,Monday,Local,1,1.0,14,Broker,0,6169.369393,6.0,Large,27420.15755,blue,26954.428610000003,0
10232,32,M,1.0,77,34654,0,0,Rent,80027,1/18/2015,Sunday,Local,1,0.0,2,Broker,1,6155.189648,3.0,Compact,9797.730788,white,29451.23922,0
6859,61,F,1.0,46,41110,1,1,Rent,85046,9/8/2016,Thursday,Parking Lot,0,0.0,91,Broker,0,5912.503936,0.0,Compact,21644.20507,silver,30290.41243,0
10215,53,M,1.0,83,39708,1,1,Own,20143,3/30/2015,Monday,Local,0,0.0,9,Broker,1,5890.600657,4.0,Medium,23907.298280000003,blue,23566.16901,0
22198,38,F,1.0,75,36377,0,1,Own,50021,3/30/2016,Wednesday,Highway,0,0.0,52,Broker,0,6337.590666,1.0,Medium,14637.06598,blue,18627.5183,0
1699,53,M,0.0,84,39689,1,0,Own,80020,7/22/2015,Wednesday,Local,0,1.0,49,Broker,1,10441.49099,5.0,Compact,15710.123269999998,gray,18013.635290000002,0
11488,45,M,1.0,61,38068,1,1,Rent,20107,3/24/2015,Tuesday,Parking Lot,0,1.0,51,Broker,0,4364.492467,5.0,Large,25018.11067,red,21245.6278,0
22105,24,F,1.0,98,31775,1,0,Rent,20118,12/24/2016,Saturday,Parking Lot,0,0.0,33,Online,1,5811.875743,8.0,Medium,29892.47724,silver,25665.04226,0
29393,53,F,1.0,74,39703,1,1,Rent,50006,7/29/2016,Friday,Highway,0,0.0,28,Broker,0,3423.065448,4.0,Compact,8587.506012,blue,23324.84318,0
12215,30,M,1.0,89,34010,0,0,Own,50020,7/4/2016,Monday,Parking Lot,0,0.0,70,Phone,0,3999.263145,8.0,Large,22613.26813,other,20972.75397,0
30000,61,F,0.0,60,41126,1,0,Rent,50001,9/26/2016,Monday,Parking Lot,1,1.0,35,Phone,0,5166.91527,5.0,Medium,19295.97048,blue,15257.2145,0
12571,37,M,0.0,87,36098,1,1,Rent,50056,5/29/2016,Sunday,Local,0,0.0,64,Broker,0,5688.843182,4.0,Large,8385.405861,red,22648.23746,0
15752,45,M,1.0,81,38050,1,0,Own,50011,10/9/2015,Friday,Highway,2,1.0,77,Phone,1,5106.14475,3.0,Medium,13328.33887,other,22800.75689,0
22479,44,M,1.0,76,37828,0,0,Rent,80003,6/8/2015,Monday,Local,0,0.0,100,Phone,1,4247.453152,2.0,Large,12580.88095,black,11578.58602,0
15890,35,F,0.0,79,35538,1,1,Rent,80108,8/21/2016,Sunday,Highway,0,0.0,73,Broker,0,9825.478971,3.0,Medium,30294.26202,gray,31157.4371,0
26897,40,M,1.0,87,36888,1,1,Own,85051,9/23/2015,Wednesday,Highway,0,0.0,97,Broker,1,3124.045213,14.0,Medium,34657.32178,blue,45387.62318,0
11658,43,M,1.0,89,37603,1,0,Rent,85019,5/10/2015,Sunday,Parking Lot,0,0.0,56,Online,1,4824.365488,4.0,Medium,36740.01895,red,24830.92555,0
5781,44,F,1.0,77,37844,1,1,Own,85003,9/28/2016,Wednesday,Parking Lot,0,0.0,25,Broker,0,5284.616306,6.0,Large,21112.06266,white,25435.82603,0
24432,26,M,1.0,60,32585,1,0,Rent,15025,10/18/2015,Sunday,Parking Lot,1,0.0,1,Online,1,9162.072164,6.0,Compact,19552.7463,other,15951.92006,0
22340,34,M,1.0,82,35262,1,1,Own,20111,12/18/2015,Friday,Parking Lot,0,0.0,20,Online,0,5923.034732,4.0,Large,14380.60656,silver,24299.92605,0
24852,29,M,1.0,67,33661,0,1,Rent,80015,4/1/2016,Friday,Local,0,0.0,11,Online,1,3335.585952,2.0,Compact,32466.60357,silver,30227.30089,0
13805,47,F,1.0,72,38506,1,1,Own,20106,8/17/2015,Monday,Local,0,0.0,17,Phone,0,4324.19714,5.0,Medium,14472.46064,white,20271.76697,0
10755,47,F,1.0,88,38490,0,0,Own,50052,7/5/2015,Sunday,Local,0,0.0,99,Broker,1,7373.580414,5.0,Large,27651.64844,white,12775.82425,0
24528,33,F,1.0,62,34948,1,1,Rent,50005,2/8/2015,Sunday,Parking Lot,0,0.0,59,Broker,1,3564.976078,11.0,Compact,47493.56724,silver,8270.823766,0
6141,57,M,1.0,52,40449,1,0,Own,20136,8/6/2015,Thursday,Local,0,0.0,34,Broker,0,1493.382256,4.0,Large,26894.0174,silver,14277.57558,0
26947,38,M,1.0,72,36362,0,1,Own,15044,7/27/2016,Wednesday,Parking Lot,0,0.0,1,Broker,0,3863.069166,3.0,Compact,22438.96891,silver,31050.45752,0
17724,50,M,1.0,93,39106,1,1,Rent,80013,2/21/2016,Sunday,Parking Lot,0,0.0,68,Broker,1,2369.963093,4.0,Medium,17307.76264,other,40813.6718,0
9825,66,M,1.0,95,41892,0,1,Own,50036,4/30/2015,Thursday,Local,1,0.0,93,Broker,1,3383.375657,6.0,Large,13521.37007,gray,13752.510069999998,0
16249,52,M,0.0,83,39511,1,1,Rent,85069,1/3/2015,Saturday,Local,1,0.0,93,Phone,1,2645.37492,4.0,Compact,23296.42229,gray,17115.650569999998,0
15347,30,M,1.0,67,34009,0,0,Rent,20146,7/6/2015,Monday,Parking Lot,0,0.0,4,Broker,1,5860.29901,5.0,Large,28866.71914,other,29884.67145,0
14808,36,M,0.0,90,35826,1,1,Own,50047,5/13/2016,Friday,Local,3,0.0,4,Broker,1,8931.861655,4.0,Medium,11818.43306,silver,10607.97844,0
5977,42,M,0.0,98,37369,0,1,Rent,85005,9/2/2016,Friday,Highway,0,0.0,2,Phone,0,4879.366454999999,4.0,Compact,29923.047260000003,other,17817.94354,0
4011,23,F,0.0,82,31349,1,1,Rent,80002,8/22/2015,Saturday,Parking Lot,2,0.0,24,Phone,0,4964.111989,5.0,Large,11309.54363,other,5258.585290999999,0
3304,23,F,1.0,60,31349,1,1,Own,85032,2/29/2016,Monday,Parking Lot,0,0.0,68,Online,1,6649.666802000001,5.0,Medium,19273.74096,white,34122.18949,0
16855,37,F,1.0,84,36128,0,1,Rent,20140,6/6/2016,Monday,Parking Lot,5,0.0,97,Broker,1,2785.104333,5.0,Medium,18019.86384,silver,17165.79431,0
25786,40,F,1.0,48,36894,0,1,Own,85077,7/25/2015,Saturday,Highway,0,0.0,82,Broker,0,2247.418704,5.0,Medium,19957.03402,white,34173.97988,0
11581,25,F,0.0,93,32180,1,1,Rent,50040,9/15/2015,Tuesday,Local,0,0.0,5,Broker,0,4958.518899000001,6.0,Compact,14987.6951,other,22405.72837,0
23904,43,F,1.0,85,37631,1,0,Rent,15047,9/4/2016,Sunday,Parking Lot,0,0.0,52,Phone,0,6811.043588,1.0,Compact,28453.54469,gray,19545.38273,0
12111,48,M,1.0,75,38729,0,0,Rent,85068,8/18/2015,Tuesday,Local,1,1.0,49,Phone,1,3646.17569,4.0,Large,10110.32431,gray,25027.1472,0
9793,41,M,1.0,65,37124,1,1,Rent,80025,12/17/2015,Thursday,Local,0,0.0,67,Broker,1,5130.324195,4.0,Medium,34204.47812,blue,13820.98221,0
14162,55,F,1.0,84,40077,1,1,Own,15024,7/10/2015,Friday,Local,0,1.0,9,Broker,0,3376.206025,9.0,Medium,86697.67641,white,17711.02087,0
8394,51,M,0.0,85,39316,1,0,Rent,15001,9/6/2016,Tuesday,Parking Lot,2,0.0,1,Broker,1,2847.576296,4.0,Medium,18796.47781,other,44568.56311,0
320,31,M,0.0,90,34368,1,1,Own,80106,4/22/2015,Wednesday,Parking Lot,0,0.0,27,Phone,1,2903.146347,4.0,Large,9707.979288,other,24129.625030000003,0
5295,29,M,1.0,84,33677,1,1,Own,50051,9/18/2015,Friday,Local,1,0.0,11,Online,1,4479.780697,7.0,Medium,19119.74572,white,9101.736055,0
9042,42,M,0.0,78,37370,1,1,Own,50049,8/14/2016,Sunday,Highway,3,1.0,98,Broker,1,5204.838312,5.0,Medium,17423.44402,blue,26444.80085,0
17390,50,M,0.0,57,39132,1,0,Own,20156,7/19/2016,Tuesday,Local,0,0.0,10,Broker,1,8889.282237000001,3.0,Large,60785.61551,black,18003.390180000002,0
5803,41,M,1.0,70,37139,0,1,Own,15035,11/30/2015,Monday,Parking Lot,0,0.0,1,Phone,0,4649.870391,6.0,Large,48450.92532,blue,28806.64901,0
18001,33,F,1.0,56,34946,0,0,Own,50035,1/14/2016,Thursday,Parking Lot,0,0.0,0,Broker,1,8221.817382,8.0,Large,17299.140040000002,silver,59674.42118,0
24873,42,M,1.0,76,37388,0,0,Own,50052,1/13/2016,Wednesday,Local,0,1.0,44,Phone,0,2817.049337,4.0,Medium,49042.86433,red,10344.10439,0
845,66,F,1.0,96,41890,1,1,Rent,50025,8/15/2016,Monday,Parking Lot,0,0.0,0,Broker,1,2935.133008,8.0,Medium,17787.36764,black,20464.83993,0
18488,33,M,0.0,84,34948,1,1,Own,20103,10/28/2016,Friday,Highway,0,0.0,74,Broker,0,5119.973738000001,3.0,Medium,11886.62259,gray,19543.0542,0
5847,40,M,1.0,91,36892,0,1,Own,50006,3/7/2015,Saturday,Highway,0,0.0,27,Phone,0,5394.68139,3.0,Medium,22140.87002,gray,27055.15885,0
11784,46,F,1.0,85,38285,1,1,Own,80014,3/20/2015,Friday,Highway,0,0.0,98,Phone,1,2192.574966,5.0,Medium,37449.31329,silver,27522.510360000004,0
26949,28,F,0.0,95,33304,1,1,Rent,20164,11/10/2015,Tuesday,Local,1,0.0,50,Online,1,2508.884538,2.0,Large,20768.43475,blue,16934.49912,0
17092,74,F,0.0,84,43034,1,1,Rent,80020,10/29/2015,Thursday,Parking Lot,0,1.0,87,Broker,1,3659.603655,2.0,Large,27634.61329,silver,36595.35502,0
26183,31,M,1.0,59,34347,1,1,Own,85029,4/12/2016,Tuesday,Parking Lot,0,0.0,58,Phone,1,4382.125415,3.0,Medium,18041.50201,silver,13272.01804,0
3511,49,M,0.0,87,38906,0,0,Rent,50050,7/4/2016,Monday,Parking Lot,2,0.0,94,Broker,1,3335.419453,5.0,Large,19192.29302,other,30019.08117,0
7027,42,M,1.0,54,37367,1,1,Rent,85038,6/4/2016,Saturday,Local,0,1.0,36,Phone,1,7782.853798,6.0,Medium,9999.731953,silver,27340.4557,0
3017,44,F,1.0,94,37851,1,1,Rent,15019,8/23/2015,Sunday,Highway,2,0.0,27,Broker,1,3330.416752,4.0,Large,13549.05924,other,13884.9127,0
12010,42,F,1.0,77,37382,1,1,Rent,20148,11/18/2015,Wednesday,Local,0,0.0,99,Broker,1,2003.177257,5.0,Large,10232.85398,other,10735.93817,0
29731,47,F,1.0,91,38504,0,1,Own,50020,12/7/2015,Monday,Local,0,1.0,22,Phone,0,6707.283059,5.0,Compact,27261.819560000004,other,13178.70389,0
14966,25,M,1.0,44,32195,1,1,Own,20164,6/19/2016,Sunday,Local,0,,14,Online,1,1271.457456,3.0,Medium,37504.67834,blue,21629.30653,0
29293,43,F,1.0,86,37611,1,0,Own,85027,5/10/2015,Sunday,Parking Lot,0,0.0,35,Broker,0,9446.247137,4.0,Large,25052.00976,black,19972.00288,0
15966,51,F,1.0,86,39306,1,1,Rent,15056,9/17/2016,Saturday,Local,3,1.0,88,Broker,1,7183.555679000001,4.0,Medium,22469.57729,other,30517.081410000003,0
7240,30,F,1.0,50,34012,0,1,Own,80040,7/2/2016,Saturday,Highway,0,0.0,50,Broker,0,4048.333972,4.0,Medium,26193.63233,red,22023.89607,0
10141,34,M,1.0,73,35263,1,0,Rent,20164,12/4/2016,Sunday,Parking Lot,3,0.0,26,Broker,1,2238.295784,7.0,Compact,15033.94785,other,18695.37765,0
4973,27,F,1.0,94,32961,1,1,Rent,15021,10/2/2016,Sunday,Local,1,0.0,51,Online,0,3077.445348,5.0,Medium,39474.9475,silver,27740.03818,0
5094,41,F,1.0,80,37142,1,1,Own,20110,3/16/2015,Monday,Highway,0,1.0,1,Phone,1,4090.561695,3.0,Compact,40304.10343,gray,15334.08499,0
9924,88,F,1.0,83,44783,0,1,Rent,15014,2/23/2016,Tuesday,Local,0,0.0,16,Phone,1,3518.404051,5.0,Compact,21242.57547,white,16037.83226,0
8269,40,F,1.0,80,36890,1,1,Own,20120,6/25/2015,Thursday,Local,0,0.0,1,Online,0,5276.778761,5.0,Medium,25914.69341,blue,8579.329278,0
16117,42,F,0.0,74,37386,1,1,Rent,80015,2/26/2016,Friday,Local,0,0.0,46,Broker,1,4022.615091,3.0,Large,18653.07033,red,33346.966,0
10463,25,F,0.0,65,32196,1,1,Rent,50059,1/7/2015,Wednesday,Parking Lot,0,0.0,0,Online,1,4099.799857,4.0,Compact,38594.796310000005,black,35846.252510000006,0
3989,40,M,1.0,79,36884,1,0,Own,80022,10/15/2016,Saturday,Local,0,1.0,50,Phone,0,8548.015007,7.0,Compact,22046.33597,white,13534.1047,0
22869,27,M,1.0,73,32951,1,0,Rent,15012,6/7/2016,Tuesday,Local,0,0.0,20,Online,0,1580.175743,14.0,Medium,20022.57155,white,12533.93199,0
21041,47,F,1.0,79,38494,1,0,Rent,20124,5/29/2015,Friday,Parking Lot,0,1.0,50,Broker,1,4751.393126,6.0,Compact,25709.59567,white,39700.67715,0
25410,52,F,0.0,70,39510,1,1,Own,50042,6/16/2016,Thursday,Local,0,0.0,98,Online,0,5173.887197999999,4.0,Medium,15429.755469999998,black,30719.19149,0
9647,43,M,1.0,62,37619,1,1,Own,15025,11/2/2015,Monday,Local,2,1.0,64,Phone,1,4169.103443,5.0,Medium,23406.69308,gray,13367.12761,0
13762,30,F,0.0,76,34004,1,1,Own,15009,12/25/2015,Friday,Highway,0,0.0,52,Phone,1,5408.038531,7.0,Large,41380.36521,red,6584.371846,0
21681,27,M,0.0,89,32954,1,1,Rent,50013,1/12/2015,Monday,Parking Lot,1,0.0,40,Online,1,2568.346417,2.0,Medium,19804.31538,other,15049.80099,0
11511,43,M,1.0,72,37600,1,0,Rent,20132,6/21/2016,Tuesday,Local,0,0.0,9,Broker,1,8393.341491,1.0,Large,17095.322119999997,other,24014.13624,0
29427,37,M,0.0,69,36118,1,0,Own,15017,9/17/2015,Thursday,Parking Lot,0,0.0,1,Phone,0,2772.62609,4.0,Medium,17790.1921,blue,32032.31757,0
25342,49,F,1.0,88,38907,0,1,Rent,20153,12/11/2015,Friday,Parking Lot,0,0.0,0,Phone,1,12362.04329,3.0,Large,11100.40981,blue,8548.231834,0
8461,54,M,0.0,61,39897,1,1,Own,80022,2/29/2016,Monday,Highway,1,0.0,73,Broker,1,5444.284743,5.0,Medium,16316.28272,blue,25810.44276,0
22622,46,F,1.0,82,38295,1,0,Rent,85042,10/26/2015,Monday,Local,0,0.0,90,Broker,0,5850.491822999999,3.0,Medium,31197.68029,red,36188.2325,0
4769,41,F,1.0,63,37123,1,0,Own,20136,3/11/2015,Wednesday,Local,0,0.0,35,Broker,0,2699.266772,7.0,Large,15533.24985,black,9150.867153,0
26285,34,F,0.0,82,35260,0,0,Own,50047,6/26/2015,Friday,Local,4,0.0,38,Broker,1,5822.496107,2.0,Medium,46030.88123,gray,12674.48477,0
18994,65,F,1.0,44,41752,0,1,Rent,20153,7/2/2016,Saturday,Parking Lot,0,0.0,9,Broker,0,3922.448838,4.0,Medium,6058.421625999999,white,30193.23288,0
25139,46,M,1.0,77,38291,1,1,Own,85051,11/28/2015,Saturday,Local,0,0.0,89,Phone,1,4951.684190999999,6.0,Medium,22348.29025,black,15709.55935,0
12462,24,F,1.0,67,31770,1,0,Rent,50001,1/12/2015,Monday,Highway,0,1.0,52,Online,1,3912.531687,7.0,Large,42486.41318,gray,30790.56716,0
22094,41,M,1.0,86,37140,1,1,Rent,15025,5/23/2016,Monday,Parking Lot,0,0.0,87,Broker,0,1840.973812,5.0,Compact,8386.670376,white,34416.67186,0
11996,67,F,1.0,61,42045,1,1,Rent,50021,3/21/2015,Saturday,Local,0,0.0,25,Phone,1,5637.279638,5.0,Compact,11128.5245,gray,26550.14608,0
29738,45,M,1.0,67,38066,1,1,Own,20105,4/4/2016,Monday,Highway,0,0.0,100,Phone,0,4253.054633,5.0,Large,59232.58367000001,red,12338.54166,0
4311,23,F,1.0,71,31357,1,0,Own,85017,2/26/2015,Thursday,Local,1,1.0,19,Online,1,5143.321408,3.0,Medium,24821.86566,red,9654.52136,0
2807,40,F,1.0,70,36893,1,1,Own,85077,9/13/2015,Sunday,Highway,0,0.0,2,Phone,1,3660.1444,3.0,Large,17453.35286,red,18111.95777,0
3572,49,F,1.0,80,38928,0,1,Rent,80002,11/11/2016,Friday,Parking Lot,1,0.0,94,Online,1,4247.600636,4.0,Compact,10924.37178,gray,26067.25241,0
19676,56,F,0.0,90,40254,1,0,Own,15028,10/31/2016,Monday,Local,1,0.0,0,Broker,0,2808.199288,7.0,Medium,12324.26832,blue,25888.63774,0
